Feature 1,Feature 2,Label
11.966273999339135,-5.112713052912248,1
-0.385374891124421,20.156725138329215,1
33.34805087254722,12.611018253650068,1
7.996176031299655,9.302578157627064,1
6.9727158659339015,16.286713892242176,1
12.256151846616401,-4.815638317452269,1
2.0330465099017383,25.17684553755179,1
15.430749781663984,20.532234329737474,1
11.757435914005459,11.628664522608554,1
8.319918661047145,6.299485794543326,1
4.735253377515791,16.346986192874688,1
5.845324078461734,1.5818111334314349,1
13.417039254364633,6.098150512825402,1
17.1910900484313,4.948269329185298,1
14.140197807431136,-1.2672788794163754,1
14.769178357934805,11.982286879439277,1
17.94338900909878,5.045392945695433,1
1.7854325348045368,19.36189201916925,1
6.442086385670093,24.89910425646291,1
0.2028392710781688,23.602759487135295,1
6.132923231870077,15.02973535681323,1
5.287902131781702,30.286333658234632,1
-13.796473169149369,10.664420958025703,0
17.29283773739498,9.712404312277538,1
8.589146034256643,2.425031862782868,1
14.002178496172185,17.617737528744815,1
3.0771351910136744,-15.550085507162503,0
22.697527262104654,11.251465863301304,1
11.644852716709954,26.66867016649888,1
14.242103094973059,8.180185441684479,1
4.592480114646237,3.1314344365089797,1
5.377980810590185,-4.081185266422887,1
29.36567850400254,24.01018405227183,1
20.221907364017213,2.258808913720043,1
-3.294475228980163,10.817593961769152,1
4.189816923220263,20.040073908563148,1
7.104075964433921,9.495740140453485,1
12.377201609476902,16.25534207251892,1
10.972364703661565,17.42049796671494,1
3.181503086544737,28.281359144936772,1
13.663172318049517,16.912094157899027,1
15.92598458534048,0.6850527271905626,1
26.732804348124578,23.040712322692897,1
-6.752865980678479,-14.4018166452705,0
-17.19257410773654,6.2169851984778735,0
-12.699288068317564,0.24383840970885373,0
1.0577588769397224,12.01399380414969,1
-6.756937712965289,-7.7543318909028365,0
5.243535111922904,8.391205977303267,1
24.623431815024894,-4.990484830926658,1
-0.8130424571002628,1.5937053585772194,1
-4.696365692183965,10.493599182303328,1
-6.6737649685931615,1.979412371952165,0
38.462148890722034,9.732220934176976,1
6.851104428121859,9.4777448793908,1
5.965491526185222,14.95435209645573,1
-1.4383469745420019,-3.66622360092666,0
9.232952328792765,14.47320333658381,1
21.20570078671677,0.130786006579239,1
19.195680971217413,13.170295320867504,1
22.04626504725071,3.9868602289002366,1
6.72332992351833,16.077445597241084,1
-3.4577094664342702,-6.082848784672148,0
9.498868565571886,25.51781755035315,1
-8.392613387729028,17.09639322145428,1
0.22525833168720055,15.499257449770187,1
8.521646461135228,1.6098681311798888,1
21.358835835975082,19.129310845402227,1
5.997981350353293,25.314750960614365,1
15.404863748449646,-0.6063596360867081,1
-6.943888645659495,6.46916521861246,0
17.90450368227431,23.467952962733783,1
16.240356496275272,6.122011887658132,1
-2.260047409083956,8.796289210963131,1
3.53524545652533,28.265961519762854,1
7.550513254961965,-10.134375011883094,0
-13.26037366615325,10.038902658140703,0
11.554842629813615,8.621841505845826,1
8.26221927836523,3.445458702941381,1
29.424853780545902,7.284622413059623,1
12.270061471751223,1.0908283778217047,1
3.164803407673591,11.810324998209682,1
26.92715153273599,23.93186110862278,1
2.0453933182758375,13.519121398341305,1
13.20682451082375,10.29353415673336,1
5.9592257165610505,16.203224627380084,1
9.957382207506932,24.25054944772765,1
16.612471268798714,8.734201985702068,1
35.334343840817496,6.1134920156018335,1
15.243550602300013,3.661439286393464,1
-7.2187524733905235,11.986883581932398,1
12.776095890441692,10.094409919392893,1
1.5118770524911547,6.1464653988054785,1
7.080086835697714,23.44255906046868,1
3.911949859264193,-10.868668434174818,0
11.874922451624395,15.20530646870708,1
16.198081991807136,19.879257294890294,1
-1.5264407406240466,4.788340721673205,1
23.632260515234375,21.941614783721477,1
0.9650857745989825,5.473493833162146,1
10.625734100439352,-10.103199969533772,1
13.396274704878898,12.109447242572845,1
5.874419676285786,16.729181979578776,1
23.14260329453644,4.004461719361516,1
1.3214976366034534,4.911228696495065,1
-8.37274088461674,15.096573563940087,1
-3.905500266390476,20.010080571865522,1
18.004972152594455,11.334964133772296,1
3.6241146607564945,5.273733350034478,1
9.45501201871638,9.956695152816394,1
-5.622895804997617,1.926146250893904,0
3.7308363945251646,19.045895277644064,1
8.482016384196278,0.9666070906674502,1
-0.2965706779422739,18.409534538898487,1
11.763343083589877,-3.8928154339801946,1
15.302842672413604,0.17212416307435774,1
23.291649589970387,5.056830404713298,1
3.0179269095725587,15.031998545266035,1
3.2205318682536443,27.436168003181756,1
5.305196403400406,6.830691510252773,1
37.21295562580816,-2.371475074444154,1
9.927301388931117,10.963755142127622,1
17.058436497040866,23.453357903814453,1
-2.740293685465547,-4.307872084758005,0
3.9873533204461165,4.7706534414240265,1
12.122420442906233,2.817794650794693,1
1.810397761524575,8.499151313128378,1
14.950586276141989,39.088172928303266,1
-5.963646798933905,1.7831199429693694,0
10.37072998907115,9.624322682581083,1
20.32954143927924,14.969543056984733,1
17.90843319722238,21.029683611147266,1
3.0090450376712248,22.718836443415466,1
20.180460557096495,2.3306285527150505,1
12.921154886667182,7.125201809779842,1
25.362695954898342,14.783181565396529,1
18.05302238757387,-0.6551584772749663,1
13.384417978199252,14.476087094510895,1
7.383005910613303,17.98708892001747,1
9.66954060428123,3.984710404463085,1
22.820495113515413,-11.777122844629954,1
10.248081467465425,7.541212016267695,1
8.878945653431781,-6.373616741540751,1
20.144865880117873,1.2384927921889055,1
24.09222152594333,6.655830270611317,1
21.31870692554799,-2.0039814207552453,1
10.961219702166055,9.83501510034228,1
16.639882004311428,1.6394149600256984,1
11.466341252660989,13.848072103744197,1
9.399880450708828,10.354299727743083,1
7.9780547257783505,11.286601149845337,1
10.677250893292143,11.500694473754388,1
12.644643754079834,18.68366525698525,1
5.007864996767562,25.065392255664023,1
