x,y
54.88135039273247,177.91041039926247
71.51893663724195,205.7574948280916
60.276337607164386,171.35432629738213
54.48831829968969,161.08675445162473
42.36547993389047,124.11611529474835
64.58941130666561,215.06355445816666
43.75872112626925,142.77037144806536
89.17730007820798,270.4074126484759
96.36627605010293,278.8444729620071
38.34415188257777,125.47608541174878
79.17250380826646,229.5153579509037
52.88949197529045,145.22076495809523
56.80445610939323,184.2936662517027
92.5596638292661,282.84841760704677
7.103605819788694,32.51940569717427
8.712929970154072,31.326066439892426
2.021839744032572,16.633825351124628
83.2619845547938,245.27569773137992
77.81567509498505,225.1045968671105
87.00121482468191,269.819589656862
97.8618342232764,287.5514060280908
79.91585642167236,234.85207148751508
46.147936225293186,135.8884836407061
78.05291762864555,236.3335444761872
11.827442586893323,33.942388648145126
63.99210213275238,180.22679346407693
14.33532874090464,38.56980219438501
94.46689170495839,263.1666435926309
52.184832175007166,164.80681103529338
41.46619399905236,110.37800544108958
26.455561210462697,70.3228502371036
77.42336894342166,234.7917576228747
45.615033221654855,131.4494697010514
56.84339488686485,187.96033061466193
1.8789800436355142,-5.291628966327944
61.76354970758771,189.96115781625494
61.20957227224214,185.23588863445144
61.69339968747569,175.39926408501512
94.37480785146242,290.35719015970477
68.18202991034835,204.83062641882256
35.9507900573786,117.57027568427246
43.703195379934144,141.34462767943975
69.76311959272648,232.92171827098636
6.022547162926983,33.43292098314487
66.67667154456677,198.33819625427589
67.06378696181594,200.79756910968854
21.03825610738409,76.1113642810234
12.892629765485331,47.23052660368197
31.542835092418386,103.02982053823108
36.37107709426226,94.94367083967845
57.019677041787965,172.81576988137454
43.86015134623204,126.20014494663921
98.83738380592261,301.3113974082002
10.204481074802807,31.63193932797884
20.88767560948347,73.76481590937632
16.130951788499626,53.565037517411895
65.31083254653984,205.7957772607093
25.329160253978213,73.3232897945752
46.63107728563063,132.4487692977094
24.442559200160275,71.22718066845535
15.896958364551972,49.52067095504151
11.037514116430513,38.90405970484235
65.63295894652734,221.49196634649053
13.81829513486138,43.032313887977715
19.65823616800535,51.41525849908828
36.872517066096414,109.15773344129539
